material_id,formula,structure,description,band_gap,volume,is_gap_direct
mp-2507,GaS,"Full Formula (Ga4 S4)
Reduced Formula: GaS
abc   : 3.593246 3.593249 16.014656
angles: 90.000000 90.000000 120.000012
pbc   : True True True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ga   0.333333 0.666667 0.326450     0.0
1   Ga   0.666667 0.333333 0.826450     0.0
2   Ga   0.666667 0.333333 0.673550     0.0
3   Ga   0.333333 0.666667 0.173550     0.0
4   S    0.333333 0.666667 0.893149    -0.0
5   S    0.666667 0.333333 0.393149    -0.0
6   S    0.666667 0.333333 0.106851    -0.0
7   S    0.333333 0.666667 0.606851    -0.0","GaSe crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one GaSe sheet oriented in the (0, 0, 1) direction. Ga(1) is bonded in a 4-coordinate geometry to one Ga(1) and three equivalent Se(1) atoms. The Ga(1)-Ga(1) bond length is 2.46 脜. All Ga(1)-Se(1) bond lengths are 2.49 脜. Se(1) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Ga(1) atoms.",,179.0698300424525,
mp-1077506,BN,"Full Formula (B3 N3)
Reduced Formula: BN
abc   : 4.306418 4.306418 4.306418
angles: 143.929800 120.977023 71.156125
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   B    0.050698 0.000000 0.050698    -0.0
1   B    0.768669 0.192725 0.575944    -0.0
2   B    0.383219 0.807275 0.575944    -0.0
3   N    0.015712 0.808479 0.207232     0.0
4   N    0.398753 0.191521 0.207232     0.0
5   N    0.722949 0.000000 0.722949     0.0","BN is Boron Nitride-like structured and crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one BN sheet oriented in the (0, 0, 1) direction. B(1) is bonded in a trigonal planar geometry to three equivalent N(1) atoms. All B(1)-N(1) bond lengths are 1.45 脜. N(1) is bonded in a trigonal planar geometry to three equivalent B(1) atoms.",,39.6245940270103,
mp-850068,NiS2,"Full Formula (Ni4 S8)
Reduced Formula: NiS2
abc   : 4.489291 6.179521 6.556756
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ni   0.000000 0.750000 0.359577    -0.0
1   Ni   0.000000 0.250000 0.640423    -0.0
2   Ni   0.500000 0.250000 0.140423    -0.0
3   Ni   0.500000 0.750000 0.859577    -0.0
4   S    0.308742 0.454799 0.412210     0.0
5   S    0.691258 0.045201 0.412210     0.0
6   S    0.808742 0.545201 0.087790     0.0
7   S    0.808742 0.045201 0.912210     0.0
8   S    0.691258 0.545201 0.587790     0.0
9   S    0.308742 0.954799 0.587790     0.0
10  S    0.191258 0.454799 0.912210     0.0
11  S    0.191258 0.954799 0.087790     0.0","NiS2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one NiS2 sheet oriented in the (0, 0, 1) direction. Ni(1) is bonded to six equivalent S(1) atoms to form edge-sharing NiS6 octahedra. All Ni(1)-S(1) bond lengths are 2.26 脜. S(1) is bonded in a distorted T-shaped geometry to three equivalent Ni(1) atoms.",,181.895348172025,
mp-753712,YIO,"Full Formula (Y2 I2 O2)
Reduced Formula: YIO
abc   : 3.939310 3.939310 9.486070
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Y    0.000000 0.500000 0.114118    -0.0
1   Y    0.500000 -0.000000 0.885882    -0.0
2   I    -0.000000 0.500000 0.684703    -0.0
3   I    0.500000 0.000000 0.315297    -0.0
4   O    0.000000 0.000000 -0.000000     0.0
5   O    0.500000 0.500000 -0.000000     0.0","YOI is lead oxide-derived structured and crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one YOI sheet oriented in the (0, 0, 1) direction. Y(1) is bonded in a 4-coordinate geometry to four equivalent O(1) and four equivalent I(1) atoms. All Y(1)-O(1) bond lengths are 2.25 脜. All Y(1)-I(1) bond lengths are 3.37 脜. O(1) is bonded to four equivalent Y(1) atoms to form a mixture of corner and edge-sharing OY4 tetrahedra. I(1) is bonded in a 4-coordinate geometry to four equivalent Y(1) atoms.",,147.20637587559176,
mp-21065,SiP2,"Full Formula (Si4 P8)
Reduced Formula: SiP2
abc   : 5.720668 5.720668 5.720668
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Si   0.000000 0.500000 0.500000     0.0
1   Si   0.500000 0.500000 -0.000000     0.0
2   Si   0.500000 -0.000000 0.500000     0.0
3   Si   0.000000 -0.000000 -0.000000     0.0
4   P    0.608287 0.608287 0.608287    -0.0
5   P    0.891713 0.391713 0.108287    -0.0
6   P    0.108287 0.891713 0.391713    -0.0
7   P    0.391713 0.108287 0.891713    -0.0
8   P    0.608287 0.891713 0.108287    -0.0
9   P    0.891713 0.108287 0.608287    -0.0
10  P    0.108287 0.608287 0.891713    -0.0
11  P    0.391713 0.391713 0.391713    -0.0","SiP2 crystallizes in the orthorhombic Pmc2_1 space group. The structure is two-dimensional and consists of one SiP2 sheet oriented in the (0, 0, 1) direction. There are two inequivalent Si sites. In the first Si site, Si(1) is bonded to one P(1), one P(4), and two equivalent P(3) atoms to form corner-sharing SiP4 tetrahedra. The Si(1)-P(1) bond length is 2.29 脜. The Si(1)-P(4) bond length is 2.28 脜. Both Si(1)-P(3) bond lengths are 2.26 脜. In the second Si site, Si(2) is bonded to one P(2), one P(3), and two equivalent P(4) atoms to form corner-sharing SiP4 tetrahedra. The Si(2)-P(2) bond length is 2.36 脜. The Si(2)-P(3) bond length is 2.29 脜. Both Si(2)-P(4) bond lengths are 2.27 脜. There are four inequivalent P sites. In the first P site, P(1) is bonded in a single-bond geometry to one Si(1) atom. In the second P site, P(2) is bonded in a single-bond geometry to one Si(2) atom. In the third P site, P(3) is bonded in a trigonal non-coplanar geometry to one Si(2) and two equivalent Si(1) atoms. In the fourth P site, P(4) is bonded in a distorted T-shaped geometry to one Si(1) and two equivalent Si(2) atoms.",,187.2148351124774,
mp-849098,VS2,"Full Formula (V1 S2)
Reduced Formula: VS2
abc   : 2.885050 3.489932 28.149620
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   V    0.500000 0.500000 0.500000   0.107
1   S    0.000000 0.500000 0.438766  -0.014
2   S    0.000000 0.500000 0.561234  -0.014","VS2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one VS2 sheet oriented in the (0, 0, 1) direction. V(1) is bonded to six equivalent S(1) atoms to form edge-sharing VS6 octahedra. All V(1)-S(1) bond lengths are 2.36 脜. S(1) is bonded in a distorted T-shaped geometry to three equivalent V(1) atoms.",,283.4280610335297,
mp-1178977,TeO3,"Full Formula (Te8 O24)
Reduced Formula: TeO3
abc   : 5.144523 8.093366 9.724332
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (32)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Te   0.187977 0.379525 0.089619     0.0
1   Te   0.687977 0.620475 0.910381     0.0
2   Te   0.687977 0.879525 0.410381     0.0
3   Te   0.187977 0.120475 0.589619     0.0
4   Te   0.982710 0.471956 0.374748     0.0
5   Te   0.482710 0.528044 0.625252     0.0
6   Te   0.482710 0.971956 0.125252     0.0
7   Te   0.982710 0.028044 0.874748     0.0
8   O    0.088740 0.248665 0.432002    -0.0
9   O    0.588740 0.751335 0.567998    -0.0
10  O    0.588740 0.748665 0.067998    -0.0
11  O    0.088740 0.251335 0.932002    -0.0
12  O    0.662630 0.419548 0.474915    -0.0
13  O    0.162630 0.580452 0.525085    -0.0
14  O    0.162630 0.919548 0.025085    -0.0
15  O    0.662630 0.080452 0.974915    -0.0
16  O    0.866790 0.358435 0.207423    -0.0
17  O    0.366790 0.641565 0.792577    -0.0
18  O    0.366790 0.858435 0.292577    -0.0
19  O    0.866790 0.141565 0.707423    -0.0
20  O    0.346031 0.313955 0.680582    -0.0
21  O    0.846031 0.686045 0.319418    -0.0
22  O    0.846031 0.813955 0.819418    -0.0
23  O    0.346031 0.186045 0.180582    -0.0
24  O    0.518948 0.430580 0.000895    -0.0
25  O    0.018948 0.569420 0.999105    -0.0
26  O    0.018948 0.930580 0.499105    -0.0
27  O    0.518948 0.069420 0.500895    -0.0
28  O    0.289414 0.505662 0.253950    -0.0
29  O    0.789414 0.494338 0.746050    -0.0
30  O    0.789414 0.005662 0.246050    -0.0
31  O    0.289414 0.994338 0.753950    -0.0","TeO3 crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one TeO3 sheet oriented in the (0, 0, 1) direction. Te(1) is bonded to two equivalent O(1) and three equivalent O(2) atoms to form corner-sharing TeO5 trigonal bipyramids. Both Te(1)-O(1) bond lengths are 1.80 脜. All Te(1)-O(2) bond lengths are 2.17 脜. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to one Te(1) atom. In the second O site, O(2) is bonded in a trigonal planar geometry to three equivalent Te(1) atoms.",,404.8872225851821,
mp-1041988,CoO2,"Full Formula (Co4 O8)
Reduced Formula: CoO2
abc   : 5.538343 5.538343 5.538343
angles: 117.812534 116.808688 94.726932
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.612627 0.862627 0.750000    2.73
1   Co   0.387373 0.137373 0.250000   2.729
2   Co   0.000000 0.000000 0.500000   0.643
3   Co   0.000000 0.500000 0.000000   0.642
4   O    0.244652 0.233957 0.489305    0.46
5   O    0.215747 0.252688 0.963058   0.209
6   O    0.244652 0.755346 0.010695    0.46
7   O    0.789630 0.252688 0.536942   0.209
8   O    0.210370 0.747312 0.463058   0.209
9   O    0.784253 0.747312 0.036942   0.209
10  O    0.755348 0.244654 0.989305    0.46
11  O    0.755348 0.766043 0.510695    0.46","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,124.53609843719327,
mp-11342,GaSe,"Full Formula (Ga2 Se2)
Reduced Formula: GaSe
abc   : 8.973290 8.973290 8.973289
angles: 24.279964 24.279964 24.279965
pbc   : True True True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ga   0.953187 0.953187 0.953187    -0.0
1   Ga   0.046460 0.046460 0.046460    -0.0
2   Se   0.242328 0.242328 0.242328    -0.0
3   Se   0.424025 0.424025 0.424025    -0.0","GaSe crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one GaSe sheet oriented in the (0, 0, 1) direction. Ga(1) is bonded in a 4-coordinate geometry to one Ga(1) and three equivalent Se(1) atoms. The Ga(1)-Ga(1) bond length is 2.46 脜. All Ga(1)-Se(1) bond lengths are 2.49 脜. Se(1) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Ga(1) atoms.",,107.3815573711184,
mp-29048,Sr(BiO2)2,"Full Formula (Sr2 Bi4 O8)
Reduced Formula: Sr(BiO2)2
abc   : 4.339061 6.209386 10.025753
angles: 95.459313 102.497440 89.999997
pbc   : True True True
Sites (14)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Sr   0.238377 0.256445 0.476754    -0.0
1   Sr   0.761623 0.743555 0.523247    -0.0
2   Bi   0.420332 0.725321 0.840664    -0.0
3   Bi   0.579668 0.274679 0.159336    -0.0
4   Bi   0.097627 0.826019 0.195252    -0.0
5   Bi   0.902373 0.173981 0.804748    -0.0
6   O    0.093267 0.173747 0.186534     0.0
7   O    0.906733 0.826253 0.813466     0.0
8   O    0.201687 0.857694 0.403373     0.0
9   O    0.798313 0.142306 0.596627     0.0
10  O    0.320391 0.592611 0.640780     0.0
11  O    0.679609 0.407389 0.359220     0.0
12  O    0.590050 0.932194 0.180100     0.0
13  O    0.409950 0.067806 0.819900     0.0","SrBi2O4 crystallizes in the monoclinic P2_1/m space group. The structure is two-dimensional and consists of one SrBi2O4 sheet oriented in the (0, 0, 1) direction. Sr(1) is bonded to one O(3), three equivalent O(1), and three equivalent O(2) atoms to form distorted edge-sharing SrO7 hexagonal pyramids. The Sr(1)-O(3) bond length is 2.74 脜. There is one shorter (2.51 脜) and two longer (2.55 脜) Sr(1)-O(1) bond lengths. There is one shorter (2.55 脜) and two longer (2.73 脜) Sr(1)-O(2) bond lengths. There are two inequivalent Bi sites. In the first Bi site, Bi(1) is bonded in a single-bond geometry to one O(2), one O(4), and two equivalent O(3) atoms. The Bi(1)-O(2) bond length is 2.08 脜. The Bi(1)-O(4) bond length is 2.17 脜. Both Bi(1)-O(3) bond lengths are 2.30 脜. In the second Bi site, Bi(2) is bonded in a distorted single-bond geometry to one O(1), one O(3), and two equivalent O(4) atoms. The Bi(2)-O(1) bond length is 2.05 脜. The Bi(2)-O(3) bond length is 2.23 脜. Both Bi(2)-O(4) bond lengths are 2.30 脜. There are four inequivalent O sites. In the first O site, O(1) is bonded to three equivalent Sr(1) and one Bi(2) atom to form OSr3Bi tetrahedra that share corners with two equivalent O(1)Sr3Bi tetrahedra, corners with two equivalent O(3)SrBi3 trigonal pyramids, edges with two equivalent O(1)Sr3Bi tetrahedra, and  an edgeedge with one O(3)SrBi3 trigonal pyramid. In the second O site, O(2) is bonded in a distorted see-saw-like geometry to three equivalent Sr(1) and one Bi(1) atom. In the third O site, O(3) is bonded to one Sr(1), one Bi(2), and two equivalent Bi(1) atoms to form distorted OSrBi3 trigonal pyramids that share corners with two equivalent O(1)Sr3Bi tetrahedra, corners with two equivalent O(3)SrBi3 trigonal pyramids, and  an edgeedge with one O(1)Sr3Bi tetrahedra. In the fourth O site, O(4) is bonded in a 3-coordinate geometry to one Bi(1) and two equivalent Bi(2) atoms.",,262.46736024827857,
mp-556742,GaS,"Full Formula (Ga4 S4)
Reduced Formula: GaS
abc   : 3.591145 3.591145 15.981620
angles: 90.000000 90.000000 120.000006
pbc   : True True True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ga   0.000000 0.000000 0.173512     0.0
1   Ga   0.000000 -0.000000 0.673512     0.0
2   Ga   -0.000000 0.000000 0.326488     0.0
3   Ga   0.000000 -0.000000 0.826488     0.0
4   S    0.666667 0.333333 0.106601    -0.0
5   S    0.333333 0.666667 0.606601    -0.0
6   S    0.666667 0.333333 0.393399    -0.0
7   S    0.333333 0.666667 0.893399    -0.0","GaSe crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one GaSe sheet oriented in the (0, 0, 1) direction. Ga(1) is bonded in a 4-coordinate geometry to one Ga(1) and three equivalent Se(1) atoms. The Ga(1)-Ga(1) bond length is 2.46 脜. All Ga(1)-Se(1) bond lengths are 2.49 脜. Se(1) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Ga(1) atoms.",,178.49139666506898,
mp-80,Sb,"Full Formula (Sb2)
Reduced Formula: Sb
abc   : 3.354532 3.354533 5.470161
angles: 90.000000 90.000000 119.999996
pbc   : True True True
Sites (2)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Sb   0.333333 0.666667 0.250000    -0.0
1   Sb   0.666667 0.333333 0.750000    -0.0","SbAsO3 crystallizes in the triclinic P1 space group. The structure is two-dimensional and consists of one SbAsO3 sheet oriented in the (0, 0, 1) direction. Sb(1,2) is bonded in a 4-coordinate geometry to one O(2), one O(3), and two equivalent O(1) atoms. The Sb(1,2)-O(2) bond length is 2.04 脜. The Sb(1,2)-O(3) bond length is 2.01 脜. There is one shorter (2.06 脜) and one longer (2.64 脜) Sb(1,2)-O(1) bond length. As(1,2) is bonded in a 1-coordinate geometry to one O(1) and one O(4) atom. The As(1,2)-O(1) bond length is 1.83 脜. The As(1,2)-O(4) bond length is 1.82 脜. There are six inequivalent O sites. In the first O site, O(1) is bonded in a 3-coordinate geometry to two equivalent Sb(1,2) and one As(1,2) atom. In the second O site, O(2) is bonded in a single-bond geometry to one Sb(1,2) atom. In the third O site, O(3) is bonded in a bent 120 degrees geometry to one Sb(1,2) and one As(1,2) atom. The O(3)-As(1,2) bond length is 1.82 脜. In the fourth O site, O(4) is bonded in a bent 120 degrees geometry to one Sb(1,2) and one As(1,2) atom. The O(4)-Sb(1,2) bond length is 2.01 脜. In the fifth O site, O(5) is bonded in a 3-coordinate geometry to two equivalent Sb(1,2) and one As(1,2) atom. There is one shorter (2.06 脜) and one longer (2.64 脜) O(5)-Sb(1,2) bond length. The O(5)-As(1,2) bond length is 1.83 脜. In the sixth O site, O(6) is bonded in a single-bond geometry to one Sb(1,2) atom. The O(6)-Sb(1,2) bond length is 2.04 脜.",,53.308285474399725,
